PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia_,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona _Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Revisiones,Edad Cliente,Mas_1_Coche,Probabilidad_0,Probabilidad_1
B,TIPO6,FUEL 1,Media,M,Otros,SOLTERO,M,Empresa,Alicante,SI,NO,NO,Medio,SI,No,NO,3k-5k,10k-20k,4,60+,0,0.8847007,0.1152993
B,TIPO1,FUEL 2,Media,M,Financiera Banco,CASADO,M,Empresa,Lacoruna,SI,NO,NO,Medio-Bajo,SI,No,NO,3k-5k,10k-20k,4,40-50,0,0.927041,0.07295898
B,TIPO1,FUEL 2,Media,M,Otros,CASADO,F,Empresa,Lerida,NO,SI,NO,Medio-Bajo,NO DATA,No,NO,5k-10k,10k-20k,3,40-50,0,0.9235383,0.07646166
B,TIPO1,FUEL 2,Media,M,Contado,SOLTERO,F,Empresa,Pontevedra,SI,NO,NO,Medio-Bajo,SI,No,NO,5k-10k,20k-30k,2,40-50,1,0.45633435,0.54366565
B,TIPO1,FUEL 2,Media,M,Contado,SOLTERO,F,Empresa,Navarra,SI,NO,NO,Alto,SI,No,NO,3k-5k,20k-30k,4,18-40,0,0.9040414,0.09595862
B,TIPO1,FUEL 2,Media,M,Otros,CASADO,F,Empresa,Madrid,NO,SI,NO,Medio,SI,No,NO,3k-5k,0-10k,4,50-60,0,0.9539304,0.04606964
B,TIPO1,FUEL 2,Media,M,Financiera Banco,CASADO,M,Empresa,Salamanca,NO,NO,NO,Medio,NO DATA,No,SI,5k-10k,0-10k,3,18-40,0,0.92550695,0.07449307
B,TIPO1,FUEL 2,Media,M,Financiera Marca,SOLTERO,F,Empresa,Valencia,SI,NO,NO,Alto,SI,No,NO,5k-10k,10k-20k,2,18-40,1,0.15813518,0.8418648
B,TIPO1,FUEL 2,Media,M,Financiera Banco,CASADO,M,Empresa,Barcelona,SI,NO,NO,Medio-Bajo,SI,No,NO,5k-10k,10k-20k,2,18-40,1,0.3835863,0.6164137
B,TIPO1,FUEL 2,Media,M,Contado,CASADO,F,Empresa,Madrid,NO,SI,NO,Medio,SI,No,NO,3k-5k,20k-30k,2,60+,0,0.9179125,0.08208753
B,TIPO1,FUEL 2,Media,M,Otros,SOLTERO,M,Empresa,Las Palmas,NO,NO,NO,Medio-Bajo,SI,No,NO,5k-10k,10k-20k,2,50-60,0,0.8340571,0.16594289
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Madrid,NO,SI,NO,Alto,SI,No,NO,3k-5k,10k-20k,2,50-60,0,0.95425344,0.04574659
B,TIPO1,FUEL 1,Media,M,Financiera Marca,CASADO,F,Empresa,Santa Cruz de Tenerife,NO,NO,NO,Medio-Bajo,NO DATA,No,NO,3k-5k,0-10k,4,60+,0,0.9828233,0.017176684
B,TIPO1,FUEL 1,Media,M,Otros,CASADO,M,Empresa,Barcelona,NO,SI,NO,Alto,NO DATA,No,NO,3k-5k,10k-20k,4,60+,0,0.9819255,0.018074527
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Cantabria,NO,NO,NO,Medio-Bajo,NO DATA,No,NO,3k-5k,10k-20k,5,60+,0,0.9793081,0.020691866
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Malaga,NO,NO,NO,Alto,NO DATA,No,NO,3k-5k,0-10k,2,40-50,0,0.98269725,0.017302763
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,F,Empresa,Barcelona,NO,SI,NO,Medio,NO DATA,No,SI,5k-10k,10k-20k,2,50-60,0,0.95305556,0.046944432
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,F,Empresa,Malaga,SI,NO,NO,Medio,SI,No,NO,3k-5k,0-10k,2,50-60,0,0.89053315,0.109466836
B,TIPO1,FUEL 1,Media,M,Contado,SOLTERO,M,Empresa,Madrid,NO,NO,NO,Medio,NO DATA,No,NO,3k-5k,10k-20k,4,40-50,0,0.98776674,0.012233276
B,TIPO1,FUEL 1,Media,M,Contado,SOLTERO,M,Empresa,Alicante,NO,NO,NO,Medio-Bajo,NO DATA,Averia leve,NO,3k-5k,10k-20k,4,18-40,0,0.98300105,0.016998952
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Santa Cruz de Tenerife,NO,NO,NO,Alto,NO DATA,No,NO,3k-5k,0-10k,4,60+,0,0.8631408,0.1368592
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,F,Empresa,Gerona,NO,SI,NO,Alto,SI,No,NO,5k-10k,10k-20k,3,18-40,0,0.80145395,0.19854607
B,TIPO1,FUEL 1,Media,M,Otros,CASADO,M,Empresa,Baleares,SI,NO,NO,Alto,SI,No,SI,5k-10k,10k-20k,3,40-50,0,0.5333694,0.46663055
B,TIPO1,FUEL 1,Media,M,Financiera Marca,OTROS,M,Empresa,Las Palmas,NO,NO,NO,Alto,SI,No,NO,5k-10k,10k-20k,4,40-50,0,0.8332954,0.16670461
B,TIPO1,FUEL 1,Media,M,Financiera Marca,CASADO,F,Empresa,Barcelona,NO,NO,NO,Alto,SI,No,NO,5k-10k,10k-20k,3,40-50,0,0.7460389,0.25396106
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Barcelona,NO,NO,NO,Medio,SI,Averia grave,NO,5k-10k,10k-20k,4,50-60,0,0.7460389,0.25396106
B,TIPO1,FUEL 1,Media,M,Otros,CASADO,F,Autonomo,Las Palmas,NO,NO,NO,Medio,SI,No,NO,5k-10k,0-10k,2,50-60,0,0.7573236,0.24267635
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,F,Empresa,Gerona,NO,SI,NO,Alto,SI,No,NO,5k-10k,10k-20k,3,60+,0,0.6895952,0.31040475
B,TIPO1,FUEL 1,Media,M,Otros,CASADO,M,Empresa,Alicante,NO,SI,NO,Medio,SI,No,NO,5k-10k,0-10k,3,60+,0,0.7178951,0.2821049
B,TIPO6,FUEL 1,Media,M,Otros,CASADO,M,Empresa,Valladolid,NO,NO,NO,Alto,SI,No,NO,0-2k,10k-20k,3,50-60,0,0.56785655,0.43214345
B,TIPO6,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Madrid,NO,NO,NO,Medio,SI,Averia muy grave,SI,0-2k,20k-30k,2,18-40,0,0.9496855,0.05031449
B,TIPO6,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Albacete,SI,NO,NO,Medio,SI,No,NO,2k-3k,20k-30k,2,40-50,0,0.81954265,0.18045734
B,TIPO6,FUEL 1,Media,M,Otros,SOLTERO,M,Empresa,Vizcaya,SI,NO,NO,Alto,SI,No,NO,3k-5k,10k-20k,2,50-60,0,0.69014513,0.30985484
B,TIPO6,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,NO,Medio,SI,Averia leve,NO,2k-3k,0-10k,3,60+,0,0.78129756,0.21870247
B,TIPO6,FUEL 1,Media,M,Otros,CASADO,M,Empresa,Madrid,NO,NO,NO,Medio-Bajo,SI,No,NO,0-2k,0-10k,2,18-40,0,0.97188324,0.02811676
B,TIPO6,FUEL 1,Media,M,Contado,OTROS,F,Empresa,Burgos,NO,SI,NO,Alto,SI,No,NO,0-2k,0-10k,2,40-50,0,0.9739372,0.026062766
B,TIPO6,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Burgos,SI,NO,NO,Alto,SI,No,NO,5k-10k,0-10k,2,50-60,0,0.5304239,0.46957615
B,TIPO6,FUEL 1,Media,M,Otros,CASADO,M,Empresa,Navarra,SI,NO,NO,Medio,SI,Averia muy grave,SI,3k-5k,10k-20k,2,18-40,0,0.8911575,0.10884246
B,TIPO6,FUEL 1,Media,M,Otros,CASADO,M,Empresa,Lacoruna,SI,NO,NO,Medio-Bajo,SI,No,NO,3k-5k,30k-50k,3,50-60,0,0.933825,0.06617496
B,TIPO6,FUEL 1,Media,M,Financiera Marca,SOLTERO,M,Empresa,Las Palmas,SI,NO,NO,Alto,SI,No,NO,3k-5k,0-10k,2,50-60,0,0.95136297,0.04863703
B,TIPO6,FUEL 1,Media,M,Otros,CASADO,F,Empresa,Madrid,NO,NO,NO,Medio,SI,No,NO,0-2k,10k-20k,2,40-50,0,0.92579496,0.07420503
B,TIPO6,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,NO,Medio,SI,No,NO,5k-10k,10k-20k,2,40-50,0,0.5304239,0.46957615
B,TIPO6,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Madrid,NO,NO,NO,Medio,SI,Averia grave,NO,0-2k,10k-20k,2,18-40,0,0.93128175,0.06871823
B,TIPO1,FUEL 1,Baja,M,Financiera Marca,SOLTERO,M,Empresa,Barcelona,SI,NO,NO,Alto,SI,No,NO,5k-10k,10k-20k,2,50-60,0,0.7391319,0.2608681
B,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Madrid,SI,NO,NO,Medio,SI,Averia leve,NO,3k-5k,0-10k,3,50-60,0,0.89053315,0.109466836
B,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,NO,Alto,SI,No,NO,5k-10k,20k-30k,2,50-60,1,0.38672483,0.6132752
B,TIPO1,FUEL 1,Media,M,Otros,CASADO,M,Autonomo,Alicante,NO,NO,NO,Medio,SI,No,NO,0-2k,20k-30k,1,18-40,0,0.8901404,0.10985956
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Almeria,NO,SI,NO,Alto,SI,Averia leve,NO,0-2k,10k-20k,2,18-40,0,0.95425344,0.04574659
B,TIPO1,FUEL 1,Media,M,Financiera Marca,SOLTERO,M,Funcionario,Lugo,SI,NO,NO,Alto,SI,No,NO,2k-3k,10k-20k,2,50-60,0,0.96088105,0.03911893
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,F,Empresa,Madrid,NO,NO,NO,Medio,SI,No,NO,0-2k,0-10k,2,50-60,0,0.93128175,0.06871823
B,TIPO1,FUEL 1,Media,M,Otros,CASADO,M,Empresa,Albacete,NO,NO,NO,Alto,SI,Averia muy grave,SI,0-2k,0-10k,2,40-50,0,0.9612347,0.0387653
B,TIPO1,FUEL 1,Media,M,Contado,SOLTERO,M,Empresa,Madrid,SI,NO,NO,Alto,SI,Averia grave,NO,3k-5k,10k-20k,4,50-60,0,0.95136297,0.04863703
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Madrid,SI,NO,NO,Alto,SI,No,NO,3k-5k,10k-20k,2,18-40,0,0.89053315,0.109466836
B,TIPO1,FUEL 1,Media,M,Financiera Marca,CASADO,F,Empresa,Madrid,SI,NO,NO,Alto,SI,No,NO,2k-3k,10k-20k,2,40-50,0,0.89053315,0.109466836
B,TIPO1,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Vizcaya,SI,SI,NO,Medio,SI,Averia leve,NO,5k-10k,10k-20k,3,60+,1,0.05911064,0.94088936
B,TIPO1,FUEL 1,Media,M,Financiera Marca,SOLTERO,M,Empresa,Navarra,SI,NO,NO,Medio-Bajo,SI,No,NO,2k-3k,0-10k,2,18-40,0,0.958555,0.041445002
B,TIPO1,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Asturias,SI,NO,NO,Medio-Bajo,SI,Averia muy grave,SI,2k-3k,20k-30k,3,50-60,0,0.8521116,0.14788842
B,TIPO1,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Alicante,SI,NO,NO,Medio,SI,No,SI,2k-3k,0-10k,2,40-50,0,0.8974316,0.10256836
B,TIPO1,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Valencia,SI,NO,NO,Alto,NO DATA,Averia leve,NO,2k-3k,0-10k,1,18-40,0,0.6811376,0.31886238
B,TIPO1,FUEL 1,Media,M,Financiera Marca,CASADO,F,Empresa,Baleares,SI,NO,NO,Medio,SI,No,NO,2k-3k,10k-20k,2,40-50,0,0.89053315,0.109466836
B,TIPO1,FUEL 1,Media,M,Contado,SOLTERO,F,Empresa,Las Palmas,NO,NO,NO,Medio,SI,Averia muy grave,SI,0-2k,0-10k,2,60+,0,0.96202457,0.0379754
B,TIPO1,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Cantabria,SI,NO,NO,Alto,SI,No,NO,5k-10k,0-10k,2,50-60,0,0.5304239,0.46957615
B,TIPO1,FUEL 1,Media,M,Financiera Marca,CASADO,F,Empresa,Alicante,SI,NO,NO,Medio,SI,No,NO,2k-3k,20k-30k,2,50-60,0,0.81954265,0.18045734
B,TIPO1,FUEL 1,Media,M,Otros,CASADO,M,Empresa,Sevilla,NO,NO,NO,Medio-Bajo,NO DATA,No,NO,0-2k,0-10k,1,60+,0,0.97912645,0.020873528
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Pontevedra,NO,NO,NO,Medio,SI,No,NO,0-2k,0-10k,2,50-60,0,0.93128175,0.06871823
B,TIPO1,FUEL 1,Media,A,Contado,CASADO,M,Empresa,Gerona,SI,SI,NO,Alto,SI,No,NO,3k-5k,10k-20k,2,50-60,0,0.9044384,0.09556162
B,TIPO1,FUEL 1,Media,A,Contado,SOLTERO,M,Empresa,La Rioja,NO,NO,NO,Medio-Bajo,NO DATA,No,NO,0-2k,0-10k,2,60+,0,0.9815356,0.01846437
B,TIPO1,FUEL 1,Alta,M,Financiera Marca,EN PAREJA,M,Autonomo,Gerona,SI,NO,NO,Alto,SI,Averia muy grave,SI,2k-3k,10k-20k,3,50-60,0,0.8974316,0.10256836
B,TIPO1,FUEL 1,Alta,M,Financiera Marca,CASADO,M,Empresa,Baleares,SI,NO,NO,Medio-Bajo,SI,No,NO,5k-10k,0-10k,2,40-50,1,0.3835863,0.6164137
B,TIPO1,FUEL 1,Alta,M,Contado,CASADO,M,Empresa,Madrid,SI,NO,NO,Alto,SI,No,SI,3k-5k,0-10k,2,60+,0,0.8367853,0.16321467
B,TIPO6,FUEL 2,Media,M,Otros,SOLTERO,M,Empresa,Navarra,SI,NO,NO,Alto,SI,Averia grave,NO,2k-3k,20k-30k,2,40-50,0,0.89714557,0.10285444
B,TIPO6,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Vizcaya,SI,NO,NO,Medio,SI,Averia muy grave,SI,2k-3k,20k-30k,2,50-60,1,0.40604913,0.59395087
B,TIPO6,FUEL 2,Media,M,Contado,CASADO,F,Empresa,Las Palmas,NO,NO,NO,Alto,SI,Averia grave,NO,2k-3k,20k-30k,2,18-40,0,0.89797306,0.10202696
B,TIPO6,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Ciudad Real,NO,SI,NO,Medio,SI,Averia muy grave,SI,2k-3k,10k-20k,2,50-60,0,0.9805244,0.019475576
B,TIPO6,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Valencia,SI,NO,NO,Medio-Bajo,SI,Averia muy grave,SI,5k-10k,20k-30k,3,50-60,1,0.388111,0.611889
B,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,F,Funcionario,Lacoruna,SI,NO,NO,Medio-Bajo,SI,Averia leve,NO,5k-10k,10k-20k,2,60+,0,0.69356185,0.30643815
B,TIPO6,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Navarra,NO,NO,NO,Medio,SI,No,NO,2k-3k,10k-20k,1,18-40,0,0.92579496,0.07420503
B,TIPO6,FUEL 2,Media,M,Contado,CASADO,M,Empresa,Madrid,SI,NO,NO,Medio,SI,Averia muy grave,SI,5k-10k,20k-30k,2,40-50,1,0.37143308,0.6285669
B,TIPO6,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Guipuzcua,NO,NO,NO,Medio-Bajo,SI,Averia grave,NO,2k-3k,0-10k,2,50-60,0,0.97188324,0.02811676
B,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,NO,Medio,SI,No,NO,3k-5k,10k-20k,2,18-40,0,0.89053315,0.109466836
B,TIPO6,FUEL 2,Media,M,Contado,CASADO,M,Empresa,Barcelona,SI,NO,NO,Alto,NO DATA,No,NO,5k-10k,0-10k,2,18-40,0,0.7357345,0.26426548
B,TIPO6,FUEL 2,Media,M,Contado,CASADO,M,Empresa,Granada,SI,NO,NO,Medio-Bajo,NO DATA,No,NO,5k-10k,0-10k,1,60+,1,0.37729996,0.62270004
B,TIPO6,FUEL 2,Media,M,Contado,CASADO,F,Empresa,Valencia,NO,NO,NO,Medio,NO DATA,No,NO,2k-3k,0-10k,1,18-40,0,0.84061253,0.15938747
B,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Alicante,NO,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,0,18-40,0,0.6323455,0.3676545
B,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,1,0.12838793,0.8716121
B,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Valencia,NO,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,1,60+,1,0.06284034,0.93715966
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,F,Funcionario,Cordoba,SI,NO,NO,Alto,SI,Averia leve,NO,3k-5k,20k-30k,3,50-60,0,0.9428628,0.05713719
B,TIPO1,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Valencia,SI,NO,NO,Alto,SI,Averia grave,NO,5k-10k,20k-30k,1,50-60,1,0.06542361,0.9345764
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,NO,Alto,SI,Averia grave,NO,3k-5k,20k-30k,2,40-50,0,0.81954265,0.18045734
B,TIPO1,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Granada,NO,NO,NO,Alto,SI,Averia leve,NO,3k-5k,10k-20k,2,40-50,0,0.92579496,0.07420503
B,TIPO1,FUEL 2,Media,M,Contado,SOLTERO,M,Empresa,Jaen,NO,NO,NO,Medio-Bajo,SI,Averia muy grave,SI,2k-3k,20k-30k,3,40-50,0,0.9697934,0.030206604
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,NO,Otros,SI,Averia grave,NO,5k-10k,30k-50k,1,40-50,0,0.5183977,0.48160228
B,TIPO1,FUEL 2,Media,M,Contado,SOLTERO,M,Empresa,Segovia,NO,SI,NO,Medio-Bajo,SI,No,SI,2k-3k,10k-20k,2,50-60,0,0.98763424,0.01236573
B,TIPO1,FUEL 2,Media,M,Contado,CASADO,F,Empresa,Alicante,NO,NO,NO,Alto,SI,Averia leve,NO,2k-3k,10k-20k,1,18-40,0,0.93128175,0.06871823
B,TIPO1,FUEL 2,Media,M,Contado,CASADO,M,Funcionario,Alicante,NO,NO,NO,Alto,SI,Averia leve,NO,2k-3k,20k-30k,1,40-50,0,0.9621807,0.0378193
B,TIPO1,FUEL 2,Media,M,Otros,SOLTERO,M,Empresa,Burgos,NO,SI,NO,Medio,SI,No,SI,2k-3k,10k-20k,2,40-50,0,0.98903424,0.010965751
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Valencia,SI,NO,NO,Medio,SI,Averia muy grave,SI,3k-5k,10k-20k,1,50-60,0,0.50049126,0.49950874
B,TIPO1,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Tarragona,NO,NO,NO,Medio-Bajo,SI,Averia muy grave,SI,2k-3k,10k-20k,2,50-60,0,0.9766031,0.023396894
B,TIPO1,FUEL 2,Media,M,Financiera Marca,SOLTERO,M,Empresa,Barcelona,SI,NO,NO,Alto,SI,No,SI,5k-10k,30k-50k,0,60+,1,0.45698732,0.5430127
B,TIPO1,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Granada,SI,NO,NO,Medio-Bajo,SI,No,NO,5k-10k,20k-30k,2,40-50,1,0.4714164,0.5285836
B,TIPO1,FUEL 2,Media,M,Financiera Marca,SOLTERO,M,Empresa,Jaen,SI,NO,SI,Medio-Bajo,NO DATA,No,NO,3k-5k,0-10k,1,18-40,1,0.4907444,0.5092556
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Lacoruna,NO,NO,SI,Medio,NO DATA,No,NO,3k-5k,0-10k,0,18-40,0,0.6323455,0.3676545
B,TIPO1,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Alicante,SI,NO,NO,Medio,SI,No,NO,2k-3k,10k-20k,2,60+,0,0.76784617,0.23215385
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Sevilla,SI,NO,NO,Alto,SI,No,NO,5k-10k,30k-50k,2,40-50,1,0.04293388,0.9570661
B,TIPO1,FUEL 2,Media,M,Otros,CASADO,F,Empresa,Asturias,NO,NO,NO,Medio,SI,No,NO,3k-5k,30k-50k,2,40-50,0,0.8945726,0.105427414
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Castellon,SI,NO,NO,Medio,SI,No,NO,5k-10k,20k-30k,2,50-60,1,0.38672483,0.6132752
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Guipuzcua,NO,NO,SI,Medio-Bajo,NO DATA,No,NO,3k-5k,0-10k,1,50-60,0,0.77586246,0.22413756
B,TIPO1,FUEL 2,Media,M,Otros,OTROS,M,Empresa,Jaen,NO,NO,NO,Medio-Bajo,SI,No,NO,2k-3k,20k-30k,0,50-60,0,0.9724299,0.027570136
B,TIPO1,FUEL 2,Media,M,Otros,OTROS,M,Empresa,Barcelona,NO,NO,NO,Alto,NO DATA,Averia grave,NO,2k-3k,0-10k,1,40-50,0,0.9867257,0.013274337
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,F,Funcionario,Madrid,NO,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,0,18-40,0,0.89056605,0.10943394
B,TIPO1,FUEL 2,Media,M,Contado,CASADO,M,Empresa,Vizcaya,NO,NO,NO,Medio,NO DATA,No,NO,2k-3k,0-10k,0,18-40,0,0.84061253,0.15938747
B,TIPO1,FUEL 2,Media,M,Otros,EN PAREJA,M,Empresa,Asturias,SI,NO,NO,Alto,NO DATA,No,NO,5k-10k,0-10k,1,18-40,0,0.78115153,0.21884845
B,TIPO1,FUEL 2,Media,M,Contado,CASADO,M,Empresa,Madrid,SI,NO,NO,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,0,0.9112692,0.088730805
B,TIPO1,FUEL 2,Media,M,Contado,SOLTERO,M,Empresa,Lacoruna,NO,NO,NO,Alto,NO DATA,No,NO,3k-5k,0-10k,1,18-40,0,0.98776674,0.012233276
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Alicante,NO,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,1,50-60,0,0.6323455,0.3676545
B,TIPO1,FUEL 2,Media,M,Contado,SOLTERO,M,Empresa,Almeria,SI,NO,NO,Alto,NO DATA,No,NO,3k-5k,0-10k,0,40-50,0,0.9796785,0.020321468
B,TIPO1,FUEL 2,Media,M,Contado,CASADO,F,Empresa,Madrid,NO,NO,SI,Alto,NO DATA,No,SI,3k-5k,0-10k,1,40-50,0,0.7328131,0.2671869
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,1,50-60,1,0.42211127,0.5778887
B,TIPO1,FUEL 2,Media,M,Otros,SOLTERO,M,Empresa,Alicante,NO,NO,NO,Alto,NO DATA,No,NO,2k-3k,0-10k,0,50-60,0,0.9867257,0.013274337
B,TIPO1,FUEL 2,Media,M,Financiera Marca,SOLTERO,M,Empresa,Madrid,NO,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,1,18-40,0,0.70073056,0.29926944
B,TIPO1,FUEL 2,Media,M,Financiera Banco,CASADO,M,Empresa,Barcelona,NO,NO,NO,Alto,NO DATA,No,NO,2k-3k,0-10k,1,50-60,0,0.98269725,0.017302763
B,TIPO1,FUEL 2,Media,A,Otros,SOLTERO,F,Empresa,Cordoba,SI,NO,NO,Medio,SI,Averia grave,NO,2k-3k,10k-20k,1,50-60,0,0.94767094,0.052329056
B,TIPO1,FUEL 2,Media,A,Financiera Marca,CASADO,M,Empresa,Guipuzcua,SI,NO,NO,Medio-Bajo,SI,Averia grave,SI,3k-5k,10k-20k,2,50-60,0,0.8906427,0.10935729
B,TIPO1,FUEL 2,Media,A,Financiera Marca,CASADO,M,Empresa,Madrid,NO,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,1,18-40,0,0.6323455,0.3676545
C,TIPO4,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Cadiz,NO,NO,NO,Alto,NO DATA,Averia grave,SI,3k-5k,0-10k,7,50-60,0,0.9801212,0.019878786
C,TIPO4,FUEL 1,Media,M,Contado,EN PAREJA,F,Empresa,Valencia,NO,NO,NO,Medio-Bajo,NO DATA,Averia muy grave,SI,2k-3k,20k-30k,5,18-40,0,0.98380524,0.016194787
C,TIPO4,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Madrid,NO,NO,NO,Medio,NO DATA,No,SI,2k-3k,10k-20k,8,50-60,0,0.9801212,0.019878786
C,TIPO4,FUEL 1,Media,M,Otros,CASADO,M,Empresa,Barcelona,NO,NO,NO,Alto,NO DATA,No,NO,5k-10k,0-10k,4,18-40,0,0.91935164,0.080648385
C,TIPO4,FUEL 1,Media,M,Contado,CASADO,F,Empresa,Madrid,SI,NO,NO,Medio,SI,No,NO,3k-5k,10k-20k,6,18-40,0,0.89053315,0.109466836
C,TIPO4,FUEL 1,Media,M,Contado,SOLTERO,M,Empresa,Salamanca,NO,NO,NO,Medio,NO DATA,No,NO,3k-5k,10k-20k,4,40-50,0,0.98776674,0.012233276
C,TIPO4,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Madrid,NO,NO,NO,Alto,SI,Averia muy grave,SI,3k-5k,10k-20k,7,18-40,0,0.95188135,0.04811864
C,TIPO4,FUEL 1,Media,M,Contado,SOLTERO,F,Empresa,Guipuzcua,NO,SI,NO,Alto,NO DATA,Averia leve,NO,3k-5k,0-10k,4,50-60,0,0.99349487,0.006505114
C,TIPO4,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Alicante,NO,NO,NO,Medio,NO DATA,Averia muy grave,SI,3k-5k,0-10k,7,18-40,0,0.9801212,0.019878786
C,TIPO4,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Barcelona,NO,NO,NO,Alto,SI,Averia muy grave,SI,3k-5k,10k-20k,5,18-40,0,0.96673703,0.03326296
C,TIPO4,FUEL 1,Media,M,Contado,SOLTERO,M,Empresa,Alicante,NO,NO,NO,Medio,SI,Averia muy grave,SI,0-2k,10k-20k,8,50-60,0,0.9769218,0.0230782
C,TIPO4,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Alicante,NO,NO,NO,Medio-Bajo,SI,Averia muy grave,SI,0-2k,10k-20k,9,50-60,0,0.9841684,0.015831565
C,TIPO4,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Valencia,NO,NO,NO,Medio-Bajo,SI,Averia muy grave,SI,3k-5k,10k-20k,7,40-50,0,0.984196,0.015803982
C,TIPO4,FUEL 1,Media,M,Otros,CASADO,M,Empresa,Cadiz,NO,NO,NO,Medio-Bajo,NO DATA,Averia muy grave,SI,3k-5k,10k-20k,6,18-40,0,0.9858012,0.014198792
