PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia_,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona _Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Revisiones,Edad Cliente,Mas_1_Coche,Probabilidad_0,Probabilidad_1
D,TIPO8,FUEL 1,Alta,A,Otros,CASADO,M,Empresa,Zaragoza,NO,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,0,18-40,1,0.47235435,0.52764565
D,TIPO8,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Valencia,SI,NO,NO,Alto,SI,Averia muy grave,SI,5k-10k,10k-20k,1,50-60,1,0.09062362,0.9093764
D,TIPO8,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Alicante,NO,NO,SI,Alto,NO DATA,No,NO,5k-10k,0-10k,1,50-60,1,0.15258926,0.84741074
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,CASADO,M,Empresa,Vizcaya,SI,NO,NO,Alto,SI,No,NO,3k-5k,0-10k,2,60+,1,0.45852882,0.5414712
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,CASADO,M,Empresa,Gerona,SI,NO,NO,Alto,SI,No,NO,5k-10k,20k-30k,2,40-50,1,0.47854698,0.521453
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Zaragoza,SI,NO,NO,Alto,SI,No,NO,5k-10k,10k-20k,2,18-40,1,0.08061397,0.919386
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Sevilla,SI,NO,NO,Alto,SI,Averia leve,NO,2k-3k,10k-20k,1,40-50,1,0.40897417,0.5910258
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Valencia,SI,NO,NO,Medio,SI,No,NO,3k-5k,0-10k,1,40-50,1,0.40897417,0.5910258
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Tarragona,SI,NO,NO,Alto,SI,Averia grave,NO,3k-5k,20k-30k,2,50-60,1,0.3243901,0.6756099
I,TIPO7,FUEL 2,Media,M,Contado,CASADO,M,Empresa,Tarragona,SI,NO,NO,Alto,SI,Averia leve,NO,3k-5k,10k-20k,2,50-60,1,0.40897417,0.5910258
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Alicante,SI,NO,SI,Alto,SI,Averia grave,NO,2k-3k,10k-20k,2,50-60,1,0.3733076,0.6266924
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Lacoruna,SI,NO,NO,Medio,SI,No,NO,5k-10k,10k-20k,2,60+,1,0.41169775,0.58830225
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Pontevedra,SI,NO,NO,Medio-Bajo,SI,Averia muy grave,SI,5k-10k,20k-30k,2,40-50,1,0.46915102,0.530849
I,TIPO7,FUEL 2,Media,M,Financiera Banco,CASADO,M,Empresa,Zaragoza,SI,NO,NO,Medio,SI,Averia grave,NO,2k-3k,10k-20k,2,50-60,1,0.40897417,0.5910258
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,SI,Medio,SI,No,NO,2k-3k,0-10k,1,50-60,1,0.3733076,0.6266924
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Guadalajara,SI,NO,SI,Alto,SI,No,NO,3k-5k,0-10k,2,18-40,1,0.3733076,0.6266924
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Malaga,SI,NO,SI,Medio-Bajo,SI,No,NO,2k-3k,10k-20k,2,18-40,1,0.28968406,0.71031594
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,NO,Alto,SI,No,NO,5k-10k,20k-30k,1,40-50,1,0.47854698,0.521453
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,2,50-60,1,0.45226598,0.547734
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Vizcaya,SI,NO,NO,Medio,NO DATA,No,NO,5k-10k,0-10k,2,50-60,1,0.26027143,0.73972857
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Jaen,SI,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,40-50,1,0.45226598,0.547734
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Jaen,SI,NO,SI,Medio-Bajo,SI,No,NO,3k-5k,30k-50k,0,40-50,1,0.3410951,0.6589049
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Toledo,SI,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,40-50,1,0.0739184,0.9260816
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Tarragona,SI,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,1,0.03589201,0.964108
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Murcia,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,1,0.19574714,0.80425286
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Tarragona,SI,NO,SI,Alto,NO DATA,Averia muy grave,SI,2k-3k,0-10k,1,18-40,1,0.14452475,0.85547525
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Santa Cruz de Tenerife,NO,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,1,50-60,1,0.14186305,0.85813695
I,TIPO7,FUEL 2,Media,M,Contado,CASADO,F,Empresa,Madrid,SI,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,1,40-50,1,0.45226598,0.547734
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Funcionario,Alicante,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,1,0.47717255,0.52282745
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Teruel,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,1,0.06250477,0.93749523
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Vizcaya,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,0,18-40,1,0.14186305,0.85813695
I,TIPO7,FUEL 2,Media,M,Financiera Marca,EN PAREJA,F,Autonomo,Barcelona,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,0,60+,1,0.19574714,0.80425286
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,0,18-40,1,0.45226598,0.547734
I,TIPO7,FUEL 2,Media,A,Financiera Marca,CASADO,F,Empresa,Vizcaya,SI,NO,NO,Medio,SI,Averia muy grave,SI,5k-10k,10k-20k,2,40-50,1,0.154652,0.845348
I,TIPO7,FUEL 2,Media,A,Financiera Marca,CASADO,M,Empresa,Vizcaya,SI,NO,NO,Alto,SI,Averia grave,NO,3k-5k,10k-20k,2,40-50,1,0.40897417,0.5910258
I,TIPO7,FUEL 2,Media,A,Otros,CASADO,M,Empresa,Tarragona,SI,NO,NO,Medio,SI,No,NO,2k-3k,10k-20k,1,40-50,1,0.45556372,0.5444363
I,TIPO7,FUEL 2,Media,A,Financiera Marca,CASADO,M,Empresa,Sevilla,SI,NO,SI,Medio-Bajo,SI,No,NO,3k-5k,30k-50k,1,60+,1,0.39593273,0.60406727
I,TIPO7,FUEL 2,Media,A,Financiera Marca,CASADO,M,Empresa,Sevilla,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,0,18-40,1,0.14186305,0.85813695
I,TIPO7,FUEL 2,Media,A,Financiera Marca,CASADO,M,Empresa,Gerona,SI,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,18-40,1,0.45226598,0.547734
I,TIPO7,FUEL 2,Media,A,Financiera Marca,CASADO,M,Empresa,Madrid,NO,NO,SI,Alto,NO DATA,Averia grave,NO,2k-3k,0-10k,1,60+,1,0.19574714,0.80425286
I,TIPO7,FUEL 2,Media,A,Financiera Marca,CASADO,M,Empresa,Zaragoza,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,0,60+,1,0.06250477,0.93749523
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,CASADO,M,Empresa,Valencia,SI,NO,NO,Medio,SI,No,NO,3k-5k,10k-20k,2,40-50,1,0.40897417,0.5910258
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,CASADO,M,Empresa,Zaragoza,SI,NO,NO,Medio,SI,No,NO,3k-5k,20k-30k,2,50-60,1,0.3243901,0.6756099
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,CASADO,M,Empresa,Vizcaya,SI,NO,NO,Alto,SI,No,NO,3k-5k,10k-20k,2,40-50,1,0.40897417,0.5910258
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,CASADO,F,Empresa,Baleares,SI,NO,SI,Medio-Bajo,NO DATA,No,NO,3k-5k,0-10k,2,18-40,1,0.45644403,0.543556
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,CASADO,M,Empresa,Sevilla,SI,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,0,18-40,1,0.0739184,0.9260816
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,SOLTERO,M,Empresa,Madrid,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,1,0.25694048,0.7430595
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,CASADO,M,Empresa,Zaragoza,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,40-50,1,0.14186305,0.85813695
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,CASADO,M,Empresa,Sevilla,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,0,18-40,1,0.14186305,0.85813695
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,CASADO,F,Empresa,Albacete,SI,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,1,0.1427427,0.8572573
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,CASADO,F,Empresa,Madrid,SI,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,18-40,1,0.45226598,0.547734
I,TIPO7,FUEL 1,Alta,M,Financiera Marca,CASADO,M,Empresa,Vizcaya,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,50-60,1,0.14186305,0.85813695
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Madrid,SI,NO,SI,Alto,SI,No,NO,3k-5k,30k-50k,0,60+,1,0.117801666,0.88219833
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,SI,Medio,NO DATA,No,NO,3k-5k,0-10k,0,60+,1,0.1427427,0.8572573
I,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Tarragona,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,1,0.06250477,0.93749523
I,TIPO7,FUEL 2,Media,M,Financiera Marca,SOLTERO,M,Empresa,Valencia,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,1,0.08652592,0.9134741
I,TIPO7,FUEL 2,Alta,A,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,SI,Alto,SI,No,NO,3k-5k,20k-30k,1,60+,1,0.09584737,0.90415263
E,TIPO2,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Zaragoza,NO,NO,NO,Alto,NO DATA,Averia grave,NO,5k-10k,10k-20k,4,50-60,1,0.45031154,0.54968846
B,TIPO1,FUEL 1,Alta,M,Contado,CASADO,M,Empresa,Vizcaya,SI,NO,NO,Alto,SI,Averia muy grave,SI,0-2k,10k-20k,9,40-50,1,0.4618243,0.5381757
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Pontevedra,SI,NO,NO,Medio-Bajo,SI,Averia muy grave,SI,5k-10k,20k-30k,8,40-50,1,0.373716,0.626284
B,TIPO1,FUEL 2,Media,M,Contado,EN PAREJA,M,Empresa,Valencia,NO,NO,NO,Medio,SI,No,NO,3k-5k,20k-30k,4,60+,1,0.39391524,0.60608476
B,TIPO1,FUEL 1,Media,M,Contado,CASADO,F,Empresa,Valencia,SI,NO,NO,Alto,SI,No,NO,2k-3k,10k-20k,5,60+,1,0.39986593,0.6001341
B,TIPO6,FUEL 2,Media,M,Otros,CASADO,F,Empresa,Zaragoza,NO,NO,NO,Alto,SI,No,NO,5k-10k,10k-20k,2,50-60,1,0.21273428,0.7872657
B,TIPO1,FUEL 2,Media,M,Contado,SOLTERO,F,Empresa,Pontevedra,SI,NO,NO,Medio-Bajo,SI,No,NO,5k-10k,20k-30k,2,40-50,1,0.45633435,0.54366565
B,TIPO1,FUEL 2,Media,M,Financiera Marca,SOLTERO,F,Empresa,Valencia,SI,NO,NO,Alto,SI,No,NO,5k-10k,10k-20k,2,18-40,1,0.15813518,0.8418648
B,TIPO1,FUEL 2,Media,M,Financiera Banco,CASADO,M,Empresa,Barcelona,SI,NO,NO,Medio-Bajo,SI,No,NO,5k-10k,10k-20k,2,18-40,1,0.3835863,0.6164137
B,TIPO1,FUEL 1,Baja,M,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,NO,Alto,SI,No,NO,5k-10k,20k-30k,2,50-60,1,0.38672483,0.6132752
B,TIPO1,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Vizcaya,SI,SI,NO,Medio,SI,Averia leve,NO,5k-10k,10k-20k,3,60+,1,0.05911064,0.94088936
B,TIPO1,FUEL 1,Alta,M,Financiera Marca,CASADO,M,Empresa,Baleares,SI,NO,NO,Medio-Bajo,SI,No,NO,5k-10k,0-10k,2,40-50,1,0.3835863,0.6164137
B,TIPO6,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Vizcaya,SI,NO,NO,Medio,SI,Averia muy grave,SI,2k-3k,20k-30k,2,50-60,1,0.40604913,0.59395087
B,TIPO6,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Valencia,SI,NO,NO,Medio-Bajo,SI,Averia muy grave,SI,5k-10k,20k-30k,3,50-60,1,0.388111,0.611889
B,TIPO6,FUEL 2,Media,M,Contado,CASADO,M,Empresa,Madrid,SI,NO,NO,Medio,SI,Averia muy grave,SI,5k-10k,20k-30k,2,40-50,1,0.37143308,0.6285669
B,TIPO6,FUEL 2,Media,M,Contado,CASADO,M,Empresa,Granada,SI,NO,NO,Medio-Bajo,NO DATA,No,NO,5k-10k,0-10k,1,60+,1,0.37729996,0.62270004
B,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,1,0.12838793,0.8716121
B,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Valencia,NO,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,1,60+,1,0.06284034,0.93715966
B,TIPO1,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Valencia,SI,NO,NO,Alto,SI,Averia grave,NO,5k-10k,20k-30k,1,50-60,1,0.06542361,0.9345764
B,TIPO1,FUEL 2,Media,M,Financiera Marca,SOLTERO,M,Empresa,Barcelona,SI,NO,NO,Alto,SI,No,SI,5k-10k,30k-50k,0,60+,1,0.45698732,0.5430127
B,TIPO1,FUEL 2,Media,M,Otros,CASADO,M,Empresa,Granada,SI,NO,NO,Medio-Bajo,SI,No,NO,5k-10k,20k-30k,2,40-50,1,0.4714164,0.5285836
B,TIPO1,FUEL 2,Media,M,Financiera Marca,SOLTERO,M,Empresa,Jaen,SI,NO,SI,Medio-Bajo,NO DATA,No,NO,3k-5k,0-10k,1,18-40,1,0.4907444,0.5092556
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Sevilla,SI,NO,NO,Alto,SI,No,NO,5k-10k,30k-50k,2,40-50,1,0.04293388,0.9570661
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Castellon,SI,NO,NO,Medio,SI,No,NO,5k-10k,20k-30k,2,50-60,1,0.38672483,0.6132752
B,TIPO1,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,1,50-60,1,0.42211127,0.5778887
C,TIPO4,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Valencia,NO,NO,NO,Medio,NO DATA,No,NO,5k-10k,10k-20k,7,40-50,1,0.4154514,0.5845486
C,TIPO4,FUEL 2,Media,M,Contado,SOLTERO,F,Empresa,Vizcaya,NO,NO,NO,Medio,SI,Averia grave,SI,5k-10k,20k-30k,4,40-50,1,0.29107094,0.70892906
C,TIPO4,FUEL 1,Media,M,Financiera Marca,SOLTERO,M,Empresa,Toledo,SI,NO,NO,Medio,SI,No,NO,5k-10k,20k-30k,3,40-50,1,0.08296549,0.9170345
C,TIPO4,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Valencia,SI,NO,NO,Medio,SI,No,NO,5k-10k,20k-30k,1,40-50,1,0.040127814,0.9598722
C,TIPO4,FUEL 2,Media,M,Otros,CASADO,M,Autonomo,Alava,SI,NO,NO,Medio-Bajo,SI,No,NO,5k-10k,30k-50k,3,50-60,1,0.4890172,0.5109828
C,TIPO4,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Toledo,SI,NO,NO,Alto,SI,No,NO,5k-10k,20k-30k,2,40-50,1,0.040127814,0.9598722
C,TIPO4,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,NO,Alto,SI,No,SI,5k-10k,20k-30k,2,40-50,1,0.37143308,0.6285669
C,TIPO4,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Las Palmas,SI,NO,NO,Alto,SI,No,NO,5k-10k,20k-30k,1,50-60,1,0.38672483,0.6132752
C,TIPO4,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,NO,Alto,SI,Averia muy grave,SI,5k-10k,20k-30k,1,50-60,1,0.37143308,0.6285669
A,TIPO1,FUEL 1,Baja,M,Contado,CASADO,M,Empresa,Murcia,SI,NO,NO,Medio-Bajo,SI,No,NO,5k-10k,10k-20k,2,18-40,1,0.3835863,0.6164137
H,TIPO7,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Zaragoza,SI,NO,SI,Alto,SI,No,NO,3k-5k,10k-20k,1,18-40,1,0.051694393,0.9483056
H,TIPO7,FUEL 1,Media,M,Financiera Marca,CASADO,F,Empresa,Madrid,SI,NO,SI,Medio,NO DATA,No,NO,0-2k,0-10k,2,60+,1,0.12838793,0.8716121
H,TIPO7,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Alava,NO,NO,SI,Alto,NO DATA,Averia grave,NO,2k-3k,0-10k,1,60+,1,0.19664818,0.8033518
H,TIPO7,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Lerida,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,0,60+,1,0.19664818,0.8033518
H,TIPO7,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Santa Cruz de Tenerife,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,50-60,1,0.14255995,0.85744005
H,TIPO7,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Castellon,SI,NO,SI,Alto,NO DATA,No,NO,0-2k,0-10k,1,18-40,1,0.42211127,0.5778887
H,TIPO7,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Barcelona,SI,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,0,60+,1,0.12838793,0.8716121
H,TIPO7,FUEL 1,Media,M,Financiera Marca,CASADO,F,Empresa,Valencia,NO,NO,SI,Alto,NO DATA,No,NO,0-2k,0-10k,0,50-60,1,0.14255995,0.85744005
H,TIPO7,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Sevilla,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,0,40-50,1,0.14255995,0.85744005
H,TIPO7,FUEL 1,Media,M,Financiera Marca,CASADO,F,Empresa,Baleares,SI,NO,SI,Alto,NO DATA,No,NO,0-2k,0-10k,0,50-60,1,0.42211127,0.5778887
H,TIPO7,FUEL 1,Media,A,Financiera Marca,CASADO,M,Empresa,Baleares,SI,NO,SI,Alto,NO DATA,No,NO,0-2k,0-10k,1,18-40,1,0.42211127,0.5778887
H,TIPO7,FUEL 1,Media,A,Contado,CASADO,M,Empresa,Barcelona,SI,NO,SI,Alto,NO DATA,Averia muy grave,SI,2k-3k,0-10k,1,18-40,1,0.36874896,0.63125104
H,TIPO7,FUEL 1,Media,A,Financiera Marca,CASADO,F,Empresa,Zaragoza,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,1,0.06284034,0.93715966
H,TIPO7,FUEL 2,Media,M,Financiera Marca,SOLTERO,F,Funcionario,Santa Cruz de Tenerife,SI,NO,NO,Alto,SI,No,NO,2k-3k,20k-30k,1,18-40,1,0.47946,0.52054
H,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Barcelona,SI,NO,SI,Alto,NO DATA,No,NO,0-2k,0-10k,0,18-40,1,0.42211127,0.5778887
H,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Valencia,NO,NO,SI,Alto,NO DATA,No,NO,2k-3k,0-10k,1,60+,1,0.06284034,0.93715966
H,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Valencia,SI,NO,SI,Alto,NO DATA,No,NO,0-2k,0-10k,1,60+,1,0.031883,0.968117
H,TIPO7,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Baleares,SI,NO,SI,Alto,NO DATA,No,NO,0-2k,0-10k,1,60+,1,0.12838793,0.8716121
H,TIPO7,FUEL 2,Media,A,Financiera Marca,SOLTERO,M,Empresa,Valencia,SI,NO,SI,Alto,NO DATA,No,NO,3k-5k,0-10k,2,50-60,1,0.12411153,0.87588847
D,TIPO1,FUEL 1,Media,M,Contado,CASADO,M,Empresa,Zamora,NO,NO,NO,Alto,SI,No,NO,0-2k,10k-20k,8,50-60,1,0.42655534,0.57344466
D,TIPO1,FUEL 1,Media,M,Contado,SOLTERO,M,Empresa,Pontevedra,SI,NO,NO,Medio-Bajo,SI,No,SI,5k-10k,10k-20k,4,40-50,1,0.4761356,0.5238644
D,TIPO1,FUEL 2,Alta,M,Contado,CASADO,F,Empresa,Madrid,SI,NO,NO,Alto,SI,Averia muy grave,SI,5k-10k,20k-30k,4,50-60,1,0.37143308,0.6285669
D,TIPO1,FUEL 2,Media,M,Contado,CASADO,M,Empresa,Zaragoza,SI,NO,NO,Medio,NO DATA,Averia grave,NO,0-2k,10k-20k,9,18-40,1,0.3735258,0.6264742
D,TIPO8,FUEL 2,Media,M,Contado,CASADO,F,Empresa,Vizcaya,SI,NO,NO,Medio,SI,Averia grave,SI,0-2k,10k-20k,9,50-60,1,0.4618243,0.5381757
D,TIPO1,FUEL 2,Media,M,Otros,SOLTERO,M,Empresa,Salamanca,SI,NO,NO,Medio-Bajo,NO DATA,Averia muy grave,SI,5k-10k,30k-50k,6,40-50,1,0.48565918,0.5143408
D,TIPO1,FUEL 1,Alta,M,Otros,CASADO,M,Empresa,Zaragoza,NO,SI,NO,Alto,SI,No,NO,5k-10k,0-10k,4,50-60,1,0.26278687,0.73721313
D,TIPO6,FUEL 2,Media,M,Otros,CASADO,F,Empresa,Sevilla,SI,NO,NO,Alto,SI,Averia grave,NO,3k-5k,20k-30k,2,40-50,1,0.3069299,0.6930701
D,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,SI,Medio,SI,Averia muy grave,SI,3k-5k,20k-30k,2,40-50,1,0.32167238,0.6783276
D,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Cordoba,SI,NO,SI,Alto,SI,Averia muy grave,SI,10k-21k,30k-50k,0,50-60,1,0.3342994,0.6657006
D,TIPO6,FUEL 2,Media,M,Financiera Banco,CASADO,M,Empresa,Barcelona,SI,NO,SI,Alto,SI,Averia grave,NO,5k-10k,30k-50k,3,50-60,1,0.033473194,0.9665268
D,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Badajoz,SI,NO,SI,Medio,SI,Averia leve,NO,5k-10k,50k-100k,2,18-40,1,0.033473194,0.9665268
D,TIPO6,FUEL 2,Media,M,Contado,CASADO,M,Empresa,Madrid,NO,NO,SI,Medio,SI,Averia muy grave,SI,2k-3k,10k-20k,2,60+,1,0.40078288,0.5992171
D,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,F,Empresa,Barcelona,SI,NO,SI,Alto,NO DATA,Averia leve,NO,10k-21k,0-10k,1,40-50,1,0.42211127,0.5778887
D,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Orense,SI,NO,NO,Medio-Bajo,NO DATA,Averia muy grave,SI,5k-10k,0-10k,1,18-40,1,0.35075748,0.6492425
D,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Valencia,SI,NO,NO,Alto,SI,Averia leve,NO,10k-21k,10k-20k,2,40-50,1,0.3961441,0.6038559
D,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Vizcaya,SI,NO,NO,Medio-Bajo,SI,Averia grave,SI,5k-10k,10k-20k,1,40-50,1,0.37946206,0.62053794
D,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Huesca,NO,NO,SI,Alto,NO DATA,No,NO,5k-10k,0-10k,1,18-40,1,0.17655492,0.8234451
D,TIPO6,FUEL 2,Media,M,Financiera Marca,CASADO,M,Empresa,Zaragoza,NO,NO,SI,Alto,NO DATA,No,NO,5k-10k,0-10k,1,18-40,1,0.016753912,0.9832461
D,TIPO6,FUEL 2,Alta,M,Financiera Marca,SOLTERO,M,Empresa,Madrid,SI,NO,SI,Medio,SI,Averia muy grave,SI,5k-10k,20k-30k,2,40-50,1,0.07273519,0.9272648
D,TIPO6,FUEL 1,Alta,A,Financiera Marca,CASADO,M,Empresa,Madrid,SI,NO,SI,Alto,NO DATA,Averia muy grave,SI,5k-10k,0-10k,0,18-40,1,0.039055645,0.96094435
D,TIPO6,FUEL 1,Media,M,Otros,CASADO,M,Empresa,Tarragona,SI,NO,NO,Alto,SI,No,NO,5k-10k,0-10k,2,60+,1,0.11297262,0.8870274
D,TIPO6,FUEL 1,Media,M,Financiera Marca,CASADO,M,Funcionario,Almeria,NO,NO,SI,Alto,NO DATA,Averia muy grave,SI,5k-10k,0-10k,1,60+,1,0.11582655,0.88417345
D,TIPO6,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Valencia,NO,NO,SI,Alto,NO DATA,No,NO,5k-10k,0-10k,1,50-60,1,0.016753912,0.9832461
D,TIPO6,FUEL 1,Media,M,Financiera Marca,CASADO,M,Empresa,Castellon,NO,NO,SI,Alto,NO DATA,No,NO,5k-10k,0-10k,0,18-40,1,0.17655492,0.8234451
